0;человек;{"word":"человек"}
632;мечта;{"word":"мечта"}
633;подразделение;{"word":"подразделение"}
634;сюжет;{"word":"сюжет"}
635;сигнал;{"word":"сигнал"}
636;рубеж;{"word":"рубеж"}
637;крест;{"word":"крест"}
638;атмосфера;{"word":"атмосфера"}
639;сигарета;{"word":"сигарета"}
640;контакт;{"word":"контакт"}
641;премия;{"word":"премия"}
642;почва;{"word":"почва"}
643;золото;{"word":"золото"}
644;восторг;{"word":"восторг"}
645;подъезд;{"word":"подъезд"}
646;король;{"word":"король"}
647;мальчишка;{"word":"мальчишка"}
648;заказ;{"word":"заказ"}
649;автомат;{"word":"автомат"}
650;штука;{"word":"штука"}
651;чтение;{"word":"чтение"}
652;ставка;{"word":"ставка"}
653;свидетель;{"word":"свидетель"}
654;удивление;{"word":"удивление"}
655;сумка;{"word":"сумка"}
656;хвост;{"word":"хвост"}
657;поворот;{"word":"поворот"}
658;песок;{"word":"песок"}
659;статус;{"word":"статус"}
660;мгновение;{"word":"мгновение"}
661;озеро;{"word":"озеро"}
662;тенденция;{"word":"тенденция"}
663;сказка;{"word":"сказка"}
664;параметр;{"word":"параметр"}
665;масштаб;{"word":"масштаб"}
666;версия;{"word":"версия"}
667;хозяйка;{"word":"хозяйка"}
668;танец;{"word":"танец"}
669;дочка;{"word":"дочка"}
670;эксплуатация;{"word":"эксплуатация"}
671;приятель;{"word":"приятель"}
672;пенсия;{"word":"пенсия"}
673;коммунист;{"word":"коммунист"}
674;объяснение;{"word":"объяснение"}
675;философия;{"word":"философия"}
676;производитель;{"word":"производитель"}
677;набор;{"word":"набор"}
678;обязательство;{"word":"обязательство"}
679;мощность;{"word":"мощность"}
680;кризис;{"word":"кризис"}
681;горло;{"word":"горло"}
682;указание;{"word":"указание"}
683;яблоко;{"word":"яблоко"}
684;препарат;{"word":"препарат"}
685;остаток;{"word":"остаток"}
686;москвич;{"word":"москвич"}
687;действительность;{"word":"действительность"}
688;сочинение;{"word":"сочинение"}
689;сделка;{"word":"сделка"}
690;изображение;{"word":"изображение"}
691;покупатель;{"word":"покупатель"}
692;строка;{"word":"строка"}
693;затрата;{"word":"затрата"}
694;чемпионат;{"word":"чемпионат"}
695;обработка;{"word":"обработка"}
696;единица;{"word":"единица"}
697;лаборатория;{"word":"лаборатория"}
698;регистрация;{"word":"регистрация"}
699;милиционер;{"word":"милиционер"}
700;изделие;{"word":"изделие"}
701;молитва;{"word":"молитва"}
702;телевидение;{"word":"телевидение"}
703;съезд;{"word":"съезд"}
704;погода;{"word":"погода"}
705;введение;{"word":"введение"}
706;планета;{"word":"планета"}
707;корреспондент;{"word":"корреспондент"}
708;минимум;{"word":"минимум"}
709;согласие;{"word":"согласие"}
710;прокуратура;{"word":"прокуратура"}
711;гибель;{"word":"гибель"}
712;вокзал;{"word":"вокзал"}
713;стенка;{"word":"стенка"}
714;тревога;{"word":"тревога"}
715;напряжение;{"word":"напряжение"}
716;распоряжение;{"word":"распоряжение"}
717;логика;{"word":"логика"}
718;задание;{"word":"задание"}
719;распределение;{"word":"распределение"}
720;кошка;{"word":"кошка"}
721;сценарий;{"word":"сценарий"}
722;пятно;{"word":"пятно"}
723;бригада;{"word":"бригада"}
724;ограничение;{"word":"ограничение"}
725;ткань;{"word":"ткань"}
726;термин;{"word":"термин"}
727;надпись;{"word":"надпись"}
728;океан;{"word":"океан"}
729;визит;{"word":"визит"}
730;уважение;{"word":"уважение"}
731;прибор;{"word":"прибор"}
732;предприниматель;{"word":"предприниматель"}
733;пауза;{"word":"пауза"}
734;паспорт;{"word":"паспорт"}
735;ведомство;{"word":"ведомство"}
736;ствол;{"word":"ствол"}
737;поступок;{"word":"поступок"}
738;постановка;{"word":"постановка"}
739;готовность;{"word":"готовность"}
740;радио;{"word":"радио"}
741;контракт;{"word":"контракт"}
742;адвокат;{"word":"адвокат"}
743;оборот;{"word":"оборот"}
744;кампания;{"word":"кампания"}
745;академик;{"word":"академик"}
746;потребитель;{"word":"потребитель"}
747;нация;{"word":"нация"}
748;зверь;{"word":"зверь"}
749;агентство;{"word":"агентство"}
750;коробка;{"word":"коробка"}
751;метро;{"word":"метро"}
752;инвестиция;{"word":"инвестиция"}
753;дедушка;{"word":"дедушка"}
754;стихотворение;{"word":"стихотворение"}
755;публикация;{"word":"публикация"}
756;преимущество;{"word":"преимущество"}
757;десятилетие;{"word":"десятилетие"}
758;пальто;{"word":"пальто"}
759;тоска;{"word":"тоска"}
760;порода;{"word":"порода"}
761;обмен;{"word":"обмен"}
762;фестиваль;{"word":"фестиваль"}
763;стремление;{"word":"стремление"}
764;заболевание;{"word":"заболевание"}
765;забор;{"word":"забор"}
766;мороз;{"word":"мороз"}
767;мебель;{"word":"мебель"}
768;вооружение;{"word":"вооружение"}
769;перемена;{"word":"перемена"}
770;протокол;{"word":"протокол"}
771;трудность;{"word":"трудность"}
772;спрос;{"word":"спрос"}
773;грязь;{"word":"грязь"}
774;финансирование;{"word":"финансирование"}
775;стандарт;{"word":"стандарт"}
776;пассажир;{"word":"пассажир"}
777;стадия;{"word":"стадия"}
778;утверждение;{"word":"утверждение"}
779;звание;{"word":"звание"}
780;критерий;{"word":"критерий"}
781;север;{"word":"север"}
782;наказание;{"word":"наказание"}
783;учение;{"word":"учение"}
784;склад;{"word":"склад"}
785;сектор;{"word":"сектор"}
786;конституция;{"word":"конституция"}
787;распространение;{"word":"распространение"}
788;мотив;{"word":"мотив"}
789;карандаш;{"word":"карандаш"}
790;знакомство;{"word":"знакомство"}
791;арест;{"word":"арест"}
792;символ;{"word":"символ"}
793;уверенность;{"word":"уверенность"}
794;полномочие;{"word":"полномочие"}
795;отряд;{"word":"отряд"}
796;разведка;{"word":"разведка"}
797;лечение;{"word":"лечение"}
798;рубашка;{"word":"рубашка"}
799;поражение;{"word":"поражение"}
800;собор;{"word":"собор"}
801;привет;{"word":"привет"}
802;нужда;{"word":"нужда"}
803;трагедия;{"word":"трагедия"}
804;подробность;{"word":"подробность"}
805;экзамен;{"word":"экзамен"}
806;спасение;{"word":"спасение"}
807;свидетельство;{"word":"свидетельство"}
808;салон;{"word":"салон"}
809;ассоциация;{"word":"ассоциация"}
810;питание;{"word":"питание"}
811;отпуск;{"word":"отпуск"}
812;молчание;{"word":"молчание"}
813;корова;{"word":"корова"}
814;девчонка;{"word":"девчонка"}
815;оркестр;{"word":"оркестр"}
816;критика;{"word":"критика"}
817;интервью;{"word":"интервью"}
818;миллиард;{"word":"миллиард"}
819;пожар;{"word":"пожар"}
820;холод;{"word":"холод"}
821;статистика;{"word":"статистика"}
822;эпизод;{"word":"эпизод"}
823;потенциал;{"word":"потенциал"}
824;обида;{"word":"обида"}
825;совещание;{"word":"совещание"}
826;персонаж;{"word":"персонаж"}
827;ненависть;{"word":"ненависть"}
828;религия;{"word":"религия"}
829;различие;{"word":"различие"}
830;молодость;{"word":"молодость"}
831;облако;{"word":"облако"}
832;кладбище;{"word":"кладбище"}
833;вклад;{"word":"вклад"}
834;сокращение;{"word":"сокращение"}
835;рукав;{"word":"рукав"}
836;гонка;{"word":"гонка"}
837;чемодан;{"word":"чемодан"}
838;бандит;{"word":"бандит"}
839;атака;{"word":"атака"}
840;сложность;{"word":"сложность"}
841;восстановление;{"word":"восстановление"}
842;скандал;{"word":"скандал"}
843;продолжение;{"word":"продолжение"}
844;построение;{"word":"построение"}
845;игрок;{"word":"игрок"}
846;тонна;{"word":"тонна"}
847;справедливость;{"word":"справедливость"}
848;путешествие;{"word":"путешествие"}
849;происхождение;{"word":"происхождение"}
850;гарантия;{"word":"гарантия"}
851;пластинка;{"word":"пластинка"}
852;месторождение;{"word":"месторождение"}
853;вождь;{"word":"вождь"}
854;юноша;{"word":"юноша"}
855;крестьянин;{"word":"крестьянин"}
856;издательство;{"word":"издательство"}
857;покупка;{"word":"покупка"}
858;стратегия;{"word":"стратегия"}
859;падение;{"word":"падение"}
860;колонна;{"word":"колонна"}
861;доверие;{"word":"доверие"}
862;бровь;{"word":"бровь"}
863;удача;{"word":"удача"}
864;тарелка;{"word":"тарелка"}
865;деятель;{"word":"деятель"}
866;полгода;{"word":"полгода"}
867;куртка;{"word":"куртка"}
868;оператор;{"word":"оператор"}
869;единство;{"word":"единство"}
870;приход;{"word":"приход"}
871;одиночество;{"word":"одиночество"}
872;шапка;{"word":"шапка"}
873;подпись;{"word":"подпись"}
874;ложка;{"word":"ложка"}
875;цивилизация;{"word":"цивилизация"}
876;прогноз;{"word":"прогноз"}
877;колхоз;{"word":"колхоз"}
878;актриса;{"word":"актриса"}
879;платок;{"word":"платок"}
880;остановка;{"word":"остановка"}
881;методика;{"word":"методика"}
882;локоть;{"word":"локоть"}
883;концентрация;{"word":"концентрация"}
884;жалоба;{"word":"жалоба"}
885;голод;{"word":"голод"}
886;повесть;{"word":"повесть"}
887;переулок;{"word":"переулок"}
888;картошка;{"word":"картошка"}
889;глупость;{"word":"глупость"}
890;страдание;{"word":"страдание"}
891;исполнитель;{"word":"исполнитель"}
892;домик;{"word":"домик"}
893;священник;{"word":"священник"}
894;заказчик;{"word":"заказчик"}
895;ветка;{"word":"ветка"}
896;свадьба;{"word":"свадьба"}
897;мелочь;{"word":"мелочь"}
898;заведение;{"word":"заведение"}
899;справка;{"word":"справка"}
900;подушка;{"word":"подушка"}
901;умение;{"word":"умение"}
902;тариф;{"word":"тариф"}
903;обвинение;{"word":"обвинение"}
904;башня;{"word":"башня"}
905;намерение;{"word":"намерение"}
906;нагрузка;{"word":"нагрузка"}
907;лекция;{"word":"лекция"}
908;гений;{"word":"гений"}
909;подвиг;{"word":"подвиг"}
910;ботинок;{"word":"ботинок"}
911;воскресенье;{"word":"воскресенье"}
912;одеяло;{"word":"одеяло"}
913;дневник;{"word":"дневник"}
914;авиация;{"word":"авиация"}
915;протяжение;{"word":"протяжение"}
916;приговор;{"word":"приговор"}
917;сочетание;{"word":"сочетание"}
918;демократия;{"word":"демократия"}
919;диалог;{"word":"диалог"}
920;расширение;{"word":"расширение"}
921;полиция;{"word":"полиция"}
922;волнение;{"word":"волнение"}
923;столетие;{"word":"столетие"}
924;сахар;{"word":"сахар"}
925;пиджак;{"word":"пиджак"}
926;отчаяние;{"word":"отчаяние"}
927;измерение;{"word":"измерение"}
928;богатство;{"word":"богатство"}
929;точность;{"word":"точность"}
930;пользование;{"word":"пользование"}
931;полчаса;{"word":"полчаса"}
932;манера;{"word":"манера"}
933;коллекция;{"word":"коллекция"}
934;страхование;{"word":"страхование"}
935;смесь;{"word":"смесь"}
936;свидание;{"word":"свидание"}
937;бумажка;{"word":"бумажка"}
938;красавица;{"word":"красавица"}
939;империя;{"word":"империя"}
940;разум;{"word":"разум"}
941;гордость;{"word":"гордость"}
942;студия;{"word":"студия"}
943;суббота;{"word":"суббота"}
944;плита;{"word":"плита"}
945;рукопись;{"word":"рукопись"}
946;брюки;{"word":"брюки"}
947;аэропорт;{"word":"аэропорт"}
948;тренер;{"word":"тренер"}
949;историк;{"word":"историк"}
950;исследователь;{"word":"исследователь"}
951;дорожка;{"word":"дорожка"}
952;авторитет;{"word":"авторитет"}
953;окружение;{"word":"окружение"}
954;продавец;{"word":"продавец"}
955;замечание;{"word":"замечание"}
956;соотношение;{"word":"соотношение"}
957;фабрика;{"word":"фабрика"}
958;карточка;{"word":"карточка"}
959;установление;{"word":"установление"}
960;столовая;{"word":"столовая"}
961;квадрицепс;{"word":"квадрицепс"}
962;забегаловка;{"word":"забегаловка"}
963;фазенда;{"word":"фазенда"}
964;скитание;{"word":"скитание"}
965;фильдеперс;{"word":"фильдеперс"}
966;шнобель;{"word":"шнобель"}
967;хоругвь;{"word":"хоругвь"}
968;гильотина;{"word":"гильотина"}
969;виселица;{"word":"виселица"}
970;своеволие;{"word":"своеволие"}
971;прораб;{"word":"прораб"}
972;купюра;{"word":"купюра"}
973;аятолла;{"word":"аятолла"}
974;двустволка;{"word":"двустволка"}
975;альпеншток;{"word":"альпеншток"}
976;брандмейстер;{"word":"брандмейстер"}
977;валежник;{"word":"валежник"}
978;фейерверк;{"word":"фейерверк"}
979;лорнет;{"word":"лорнет"}
980;водолаз;{"word":"водолаз"}
981;игумен;{"word":"игумен"}
982;орхидея;{"word":"орхидея"}
983;блондинка;{"word":"блондинка"}
984;синекдоха;{"word":"синекдоха"}
985;першерон;{"word":"першерон"}
986;босанова;{"word":"босанова"}
987;деверь;{"word":"деверь"}
988;двуколка;{"word":"двуколка"}
989;профан;{"word":"профан"}
990;портупея;{"word":"портупея"}
991;цезура;{"word":"цезура"}
992;забияка;{"word":"забияка"}
993;глобализация;{"word":"глобализация"}
994;анфилада;{"word":"анфилада"}
995;тюльпан;{"word":"тюльпан"}
996;патронташ;{"word":"патронташ"}
997;сладкоежка;{"word":"сладкоежка"}
998;агрегат;{"word":"агрегат"}
999;развалюха;{"word":"развалюха"}
1000;передряга;{"word":"передряга"}
1001;оплошность;{"word":"оплошность"}
1002;обитель;{"word":"обитель"}
1003;грязнуля;{"word":"грязнуля"}
1004;дацан;{"word":"дацан"}
1005;доброхот;{"word":"доброхот"}
1006;джедай;{"word":"джедай"}
1007;задира;{"word":"задира"}
1008;закоулок;{"word":"закоулок"}
1009;замашка;{"word":"замашка"}
1010;слюнявчик;{"word":"слюнявчик"}
1011;канитель;{"word":"канитель"}
1012;фарватер;{"word":"фарватер"}
1013;брусок;{"word":"брусок"}
1014;самокрутка;{"word":"самокрутка"}
1015;чугунок;{"word":"чугунок"}
1016;конфета;{"word":"конфета"}
1017;вулкан;{"word":"вулкан"}
1018;василёк;{"word":"василёк"}
1019;кильватер;{"word":"кильватер"}
1020;мозоль;{"word":"мозоль"}
1021;гарпун;{"word":"гарпун"}
1022;батарея;{"word":"батарея"}
1023;хандра;{"word":"хандра"}
1024;ателье;{"word":"ателье"}
1025;гарнитура;{"word":"гарнитура"}
1026;однокашник;{"word":"однокашник"}
1027;каземат;{"word":"каземат"}
1028;крокозябра;{"word":"крокозябра"}
1029;галстук;{"word":"галстук"}
1030;самурай;{"word":"самурай"}
1031;борозда;{"word":"борозда"}
1032;обложка;{"word":"обложка"}
1033;жиголо;{"word":"жиголо"}
1034;сермяга;{"word":"сермяга"}
1035;лампада;{"word":"лампада"}
1036;конура;{"word":"конура"}
1037;краснобай;{"word":"краснобай"}
1038;птенец;{"word":"птенец"}
1039;барахло;{"word":"барахло"}
1040;недомогание;{"word":"недомогание"}
1041;пешка;{"word":"пешка"}
1042;прогалина;{"word":"прогалина"}
1043;гончар;{"word":"гончар"}
1044;смельчак;{"word":"смельчак"}
1045;снасть;{"word":"снасть"}
1046;канифоль;{"word":"канифоль"}
1047;мазанка;{"word":"мазанка"}
1048;госпиталь;{"word":"госпиталь"}
1049;предтеча;{"word":"предтеча"}
1050;апатия;{"word":"апатия"}
1051;ряженка;{"word":"ряженка"}
1052;враньё;{"word":"враньё"}
1053;бренди;{"word":"бренди"}
1054;амвон;{"word":"амвон"}
1055;всполох;{"word":"всполох"}
1056;бутоньерка;{"word":"бутоньерка"}
1057;неурядица;{"word":"неурядица"}
1058;распря;{"word":"распря"}
1059;стеклярус;{"word":"стеклярус"}
1060;балаган;{"word":"балаган"}
1061;лацкан;{"word":"лацкан"}
1062;непоседа;{"word":"непоседа"}
1063;кирасир;{"word":"кирасир"}
1064;беглянка;{"word":"беглянка"}
1065;спаржа;{"word":"спаржа"}
1066;чертополох;{"word":"чертополох"}
1067;домочадец;{"word":"домочадец"}
1068;груда;{"word":"груда"}
1069;цитадель;{"word":"цитадель"}
1070;автопилот;{"word":"автопилот"}
1071;пропеллер;{"word":"пропеллер"}
1072;аэродром;{"word":"аэродром"}
1073;нахал;{"word":"нахал"}
1074;чревоугодие;{"word":"чревоугодие"}
1075;экзальтация;{"word":"экзальтация"}
1076;генератор;{"word":"генератор"}
1077;халтура;{"word":"халтура"}
1078;крендель;{"word":"крендель"}
1079;синоним;{"word":"синоним"}
1080;моцион;{"word":"моцион"}
1081;картуз;{"word":"картуз"}
1082;патина;{"word":"патина"}
1083;циновка;{"word":"циновка"}
1084;алхимия;{"word":"алхимия"}
1085;сельва;{"word":"сельва"}
1086;кутерьма;{"word":"кутерьма"}
1087;дезабилье;{"word":"дезабилье"}
1088;кефир;{"word":"кефир"}
1089;виноград;{"word":"виноград"}
1090;скрипка;{"word":"скрипка"}
1091;круговерть;{"word":"круговерть"}
1092;похмелье;{"word":"похмелье"}
1093;снежинка;{"word":"снежинка"}
1094;паства;{"word":"паства"}
1095;лебедь;{"word":"лебедь"}
1096;веретено;{"word":"веретено"}
1097;лапушка;{"word":"лапушка"}
1098;диаспора;{"word":"диаспора"}
1099;автолавка;{"word":"автолавка"}
1100;толчея;{"word":"толчея"}
1101;баклага;{"word":"баклага"}
1102;клякса;{"word":"клякса"}
1103;пилон;{"word":"пилон"}
1104;хлястик;{"word":"хлястик"}
1105;нищета;{"word":"нищета"}
1106;изразец;{"word":"изразец"}
1107;кафтан;{"word":"кафтан"}
1108;баланда;{"word":"баланда"}
1109;сарацин;{"word":"сарацин"}
1110;сарафан;{"word":"сарафан"}
1111;треволнение;{"word":"треволнение"}
1112;тушёнка;{"word":"тушёнка"}
1113;чистюля;{"word":"чистюля"}
1114;физиология;{"word":"физиология"}
1115;заваруха;{"word":"заваруха"}
1116;мухобойка;{"word":"мухобойка"}
1117;супостат;{"word":"супостат"}
1118;пристрастие;{"word":"пристрастие"}
1119;распашонка;{"word":"распашонка"}
1120;квартал;{"word":"квартал"}
1121;ромашка;{"word":"ромашка"}
1122;абонемент;{"word":"абонемент"}
1123;удобрение;{"word":"удобрение"}
1124;подземелье;{"word":"подземелье"}
1125;шиповник;{"word":"шиповник"}
1126;аэростат;{"word":"аэростат"}
1127;иллюминация;{"word":"иллюминация"}
1128;декларация;{"word":"декларация"}
1129;диагноз;{"word":"диагноз"}
1130;заработок;{"word":"заработок"}
1131;железо;{"word":"железо"}
1132;килограмм;{"word":"килограмм"}
1133;испарение;{"word":"испарение"}
1134;кишечник;{"word":"кишечник"}
1135;кастаньета;{"word":"кастаньета"}
1136;баптизм;{"word":"баптизм"}
1137;листопад;{"word":"листопад"}
1138;сверстник;{"word":"сверстник"}
1139;спутник;{"word":"спутник"}
1140;манекен;{"word":"манекен"}
1141;спецназ;{"word":"спецназ"}
1142;подсолнух;{"word":"подсолнух"}
1143;конвейер;{"word":"конвейер"}
1144;эволюция;{"word":"эволюция"}
1145;разрушение;{"word":"разрушение"}
1146;позвоночник;{"word":"позвоночник"}
1147;кружево;{"word":"кружево"}
1148;рабство;{"word":"рабство"}
1149;ресница;{"word":"ресница"}
1150;граната;{"word":"граната"}
1151;экватор;{"word":"экватор"}
1152;черепок;{"word":"черепок"}
1153;прожилка;{"word":"прожилка"}
1154;отжимание;{"word":"отжимание"}
1155;ридикюль;{"word":"ридикюль"}
1156;хулиган;{"word":"хулиган"}
1157;кофемолка;{"word":"кофемолка"}
1158;картофель;{"word":"картофель"}
1159;мимоза;{"word":"мимоза"}
1160;кольчуга;{"word":"кольчуга"}
1161;нарцисс;{"word":"нарцисс"}
1162;штиблета;{"word":"штиблета"}
1163;гребень;{"word":"гребень"}
1164;подкова;{"word":"подкова"}
1165;расставание;{"word":"расставание"}
1166;церемония;{"word":"церемония"}
1167;лопата;{"word":"лопата"}
1168;балюстрада;{"word":"балюстрада"}
1169;причёска;{"word":"причёска"}
1170;амфибия;{"word":"амфибия"}
1171;сомбреро;{"word":"сомбреро"}
1172;дождевик;{"word":"дождевик"}
1173;горностай;{"word":"горностай"}
1174;киноварь;{"word":"киноварь"}
1175;сапожник;{"word":"сапожник"}
1176;равновесие;{"word":"равновесие"}
1177;механик;{"word":"механик"}
1178;скакалка;{"word":"скакалка"}
1179;шампанское;{"word":"шампанское"}
1180;фотограф;{"word":"фотограф"}
1181;галантерея;{"word":"галантерея"}
1182;демонстрация;{"word":"демонстрация"}
1183;коленвал;{"word":"коленвал"}
1184;дурень;{"word":"дурень"}
1185;подмастерье;{"word":"подмастерье"}
1186;черепаха;{"word":"черепаха"}
1187;брусника;{"word":"брусника"}
1188;антенна;{"word":"антенна"}
1189;спряжение;{"word":"спряжение"}
1190;медицина;{"word":"медицина"}
1191;хрусталик;{"word":"хрусталик"}
1192;фундамент;{"word":"фундамент"}
1193;протоплазма;{"word":"протоплазма"}
1194;варенье;{"word":"варенье"}
1195;грабитель;{"word":"грабитель"}
1196;оргстекло;{"word":"оргстекло"}
1197;консьерж;{"word":"консьерж"}
1198;королевич;{"word":"королевич"}
1199;гектар;{"word":"гектар"}
1200;вакханалия;{"word":"вакханалия"}
1201;генеалогия;{"word":"генеалогия"}
1202;шансон;{"word":"шансон"}
1203;шарманщик;{"word":"шарманщик"}
1204;тарзанка;{"word":"тарзанка"}
1205;лежбище;{"word":"лежбище"}
1206;телепат;{"word":"телепат"}
1207;ласточка;{"word":"ласточка"}
1208;скатерть;{"word":"скатерть"}
1209;взятка;{"word":"взятка"}
1210;пограничник;{"word":"пограничник"}
1211;мигрень;{"word":"мигрень"}
1212;валторна;{"word":"валторна"}
1213;дворецкий;{"word":"дворецкий"}
1214;сатирик;{"word":"сатирик"}
1215;электровоз;{"word":"электровоз"}
1216;буддизм;{"word":"буддизм"}
1217;отвага;{"word":"отвага"}
1218;постамент;{"word":"постамент"}
1219;южанин;{"word":"южанин"}
1220;шелкография;{"word":"шелкография"}
1221;влечение;{"word":"влечение"}
1222;миниатюра;{"word":"миниатюра"}
1223;маракуйя;{"word":"маракуйя"}
1224;фортепиано;{"word":"фортепиано"}
1225;англоман;{"word":"англоман"}
1226;хардкор;{"word":"хардкор"}
1227;мамлюк;{"word":"мамлюк"}
1228;теннисист;{"word":"теннисист"}
1229;хореограф;{"word":"хореограф"}
1230;церковник;{"word":"церковник"}
1231;попаданец;{"word":"попаданец"}
1232;целитель;{"word":"целитель"}
1233;чернослив;{"word":"чернослив"}
1234;самомнение;{"word":"самомнение"}
1235;баранка;{"word":"баранка"}
1236;павиан;{"word":"павиан"}
1237;скорлупа;{"word":"скорлупа"}
1238;стремя;{"word":"стремя"}
1239;проклятие;{"word":"проклятие"}